pdb,poserank,RMSD
3d7z,8,10.52
5i8g,1,1.11
5i8g,2,4.89
5i8g,3,8.12
5i8g,4,3.79
5i8g,5,7.38
5i8g,6,2.97
5i8g,7,5.72
5i8g,8,6.54
5i8g,9,6.81
5i8g,10,6.64
1od8,1,0.25
1od8,2,5.75
1od8,3,3.0
1od8,4,6.32
1od8,5,6.68
1od8,6,6.09
1od8,7,6.22
1od8,8,5.58
1od8,9,5.77
6d5j,1,0.51
6d5j,2,4.92
6d5j,3,4.81
6d5j,4,6.34
6d5j,5,6.34
6d5j,6,6.18
6d5j,7,6.22
6d5j,8,4.7
6d5j,9,4.71
6d5j,10,6.32
5otc,1,0.62
5otc,2,0.63
5otc,3,3.8
5otc,4,2.19
5otc,5,3.79
5otc,6,6.13
5otc,7,4.25
5otc,8,4.64
5otc,9,3.67
5vc3,1,2.49
5vc3,2,8.63
5vc3,3,8.75
5vc3,4,9.04
5vc3,5,9.15
5vc3,6,9.58
5vc3,7,2.97
5vc3,8,4.15
5vc3,9,7.73
5vc3,10,3.47
6hlx,1,1.07
6hlx,2,0.34
6hlx,3,2.5
6hlx,4,2.04
6hlx,5,6.14
6hlx,6,2.85
6hlx,7,6.41
6hlx,8,6.26
6hlx,9,6.0
6hlx,10,6.24
3cfn,1,5.28
3cfn,2,5.84
3cfn,3,0.85
3cfn,4,0.92
3cfn,5,6.35
3cfn,6,7.07
3cfn,7,6.33
3cfn,8,1.39
3cfn,9,5.13
3cfn,10,6.28
3hig,1,11.1
3hig,2,8.03
3s73,1,0.47
3s73,2,1.92
3s73,3,4.9
3s73,4,4.85
3s73,5,5.01
3s73,6,4.84
3s73,7,4.7
3s73,8,3.01
3s73,9,4.95
3s73,10,6.73
6maj,1,0.3
6maj,2,1.33
6maj,3,1.3
6maj,4,1.76
6maj,5,2.44
6maj,6,2.3
6maj,7,8.95
6maj,8,8.94
6maj,9,9.32
2hb1,1,4.23
2hb1,2,0.49
2hb1,3,1.11
2hb1,4,2.28
2hb1,5,3.33
2hb1,6,4.46
2hb1,7,4.64
2hb1,8,4.11
2hb1,9,3.71
2hb1,10,4.55
4f3c,1,0.3
4nyf,1,0.28
4nyf,2,5.13
4nyf,3,4.74
4nyf,4,5.45
4nyf,5,6.58
4nyf,6,5.01
4nyf,7,5.6
4nyf,8,2.3
4nyf,9,5.65
6d56,1,0.36
6d56,2,0.36
6d56,3,2.13
6d56,4,5.33
6d56,5,5.29
3l0v,1,0.41
3l0v,2,3.15
3l0v,3,2.62
3l0v,4,1.84
3l0v,5,2.26
3l0v,6,3.58
3l0v,7,3.22
3l0v,8,6.63
3l0v,9,4.23
3l0v,10,6.56
4b76,1,0.89
4b76,2,4.72
4b76,3,4.38
4b76,4,5.55
4b76,5,6.16
4b76,6,4.13
4b76,7,6.15
4b76,8,5.6
4b76,9,4.91
4b76,10,5.93
4fai,1,1.57
4fai,2,2.42
4fai,3,7.05
4fai,4,2.81
4fai,5,6.08
4fai,6,2.43
4fai,7,7.1
4fai,8,1.89
4fai,9,2.66
4fai,10,6.62
4ufh,1,0.25
4ufh,2,2.41
4ufh,3,3.6
4ufh,4,3.88
4ufh,5,3.74
4ufh,6,2.75
4ufh,7,3.85
4ufh,8,3.41
4ufh,9,3.82
4ufh,10,3.11
1bm7,1,5.82
1bm7,2,6.41
1bm7,3,6.31
1bm7,4,6.52
1bm7,5,2.85
1bm7,6,2.68
1bm7,7,0.7
1bm7,8,4.04
1bm7,9,1.21
1bm7,10,5.69
4av4,1,2.75
4av4,2,2.84
4av4,3,0.61
4av4,4,4.53
4av4,5,2.11
4av4,6,4.98
4av4,7,5.71
4av4,8,3.81
4av4,9,4.38
4av4,10,3.8
5ey4,1,4.93
5ey4,2,6.3
5ey4,3,4.48
5ey4,4,5.01
5ey4,5,4.02
5ey4,6,7.48
5ey4,7,4.69
5ey4,8,5.65
5ey4,9,3.57
5ey4,10,8.26
5nxo,1,0.46
5nxo,2,4.14
5nxo,3,4.0
5nxo,4,0.75
5nxo,5,2.63
5nxo,6,4.62
5nxo,7,4.05
5nxo,8,7.64
5nxo,9,7.85
5nxo,10,7.69
4kni,1,1.98
4kni,2,1.95
4kni,3,2.97
4kni,4,3.7
4kni,5,1.84
4kni,6,3.68
4kni,7,4.37
4kni,8,4.38
4kni,9,2.91
4kni,10,4.05
3pgu,1,5.52
3pgu,3,6.55
3pgu,4,5.89
3pgu,5,5.45
3pgu,6,7.12
3pgu,7,3.57
3pgu,8,5.52
3pgu,10,4.58
1jak,1,0.21
1jak,2,2.8
1jak,3,3.82
1jak,4,5.23
1jak,5,4.89
1jak,6,4.88
1jak,7,5.33
1jak,8,5.28
1jak,9,6.35
4rpo,1,0.32
4rpo,2,0.31
4rpo,3,3.19
4rpo,4,3.2
4rpo,5,3.4
4rpo,6,3.4
4rpo,7,2.71
4rpo,8,2.69
4rpo,9,2.52
1zpa,1,13.27
1zpa,2,12.25
1zpa,3,3.67
1zpa,4,13.68
1zpa,5,2.06
1zpa,6,4.54
1zpa,7,5.58
1zpa,8,2.55
1zpa,9,13.27
1zpa,10,5.13
4r4c,1,0.32
4r4c,2,1.53
4r4c,3,1.57
4r4c,4,4.44
4r4c,5,4.28
4r4c,6,4.36
4r4c,7,5.55
4r4c,8,4.6
4r4c,9,2.26
4r4c,10,2.48
4det,1,6.68
4det,2,6.29
4det,3,7.23
4det,4,6.75
4det,5,10.62
4det,6,10.83
4det,7,10.78
4det,8,3.6
4det,9,1.9
4det,10,7.95
2usn,1,6.12
2usn,2,7.5
2usn,3,7.74
2usn,4,3.34
2usn,5,6.18
2usn,6,1.51
2usn,7,5.98
2usn,8,6.25
2usn,9,7.95
2usn,10,9.61
4o05,1,0.53
4o05,2,4.08
4o05,3,3.16
3c8b,1,4.64
3c8b,2,9.26
3c8b,3,8.11
3c8b,4,7.79
3c8b,5,7.82
3c8b,6,5.37
3c8b,7,6.49
3c8b,8,5.67
3c8b,9,8.6
3c8b,10,8.63
1o35,1,1.61
1o35,2,1.8
1o35,3,0.63
1o35,4,1.91
1o35,5,2.29
1o35,6,7.09
1o35,7,3.44
1o35,8,3.66
1o35,9,3.46
1o35,10,7.09
4tqn,1,4.13
4tqn,2,4.02
4tqn,3,7.68
4tqn,4,1.54
4tqn,5,7.43
4tqn,6,3.03
4tqn,7,7.76
4tqn,8,7.24
4tqn,9,7.26
4tqn,10,7.92
5g46,1,0.41
5g46,2,4.77
5g46,3,3.43
5g46,4,3.41
5g46,5,4.86
5g46,6,4.82
5g46,7,4.05
5g46,8,3.67
5g46,9,3.05
5g46,10,4.52
5gmn,1,0.3
5gmn,2,1.31
5gmn,3,4.21
5gmn,4,3.92
5gmn,5,1.43
5gmn,6,4.06
5gmn,7,3.46
5gmn,8,1.93
5gmn,9,7.28
5gmn,10,2.89
6nwl,1,0.16
6nwl,2,7.25
5aba,1,1.35
5aba,2,2.57
5aba,3,1.68
5aba,4,3.43
5aba,5,8.42
5aba,6,8.22
5aba,7,8.33
5aba,8,8.36
5aba,9,2.61
5aba,10,8.41
5mpn,1,7.45
5mpn,2,1.23
5mpn,3,3.5
5mpn,4,7.32
5mpn,5,2.69
5mpn,6,6.97
5mpn,7,6.7
5mpn,8,4.87
5mpn,9,3.85
5mpn,10,6.16
5bry,1,1.24
5bry,2,9.94
5bry,3,10.08
5bry,4,4.04
5bry,5,10.38
5bry,6,8.82
5bry,7,10.11
5bry,8,10.04
5bry,9,3.59
5bry,10,10.05
2yfx,1,0.58
2yfx,2,2.59
2yfx,3,1.94
2yfx,4,3.22
2yfx,5,2.53
2yfx,6,2.67
2yfx,7,3.65
2yfx,8,4.18
2yfx,9,4.66
2yfx,10,3.29
3bex,1,0.38
3bex,2,6.73
3bex,3,6.83
3bex,4,6.96
3bex,5,6.45
3bex,6,8.31
3bex,7,7.93
3bex,8,8.25
3bex,9,8.22
3bex,10,5.76
1g7f,1,9.23
1g7f,2,0.76
1g7f,3,1.93
1g7f,4,9.77
1g7f,5,9.57
1g7f,6,10.34
1g7f,7,11.03
1g7f,8,2.7
1g7f,9,10.14
1g7f,10,8.75
5hz5,1,0.3
5hz5,2,5.23
5lwm,1,1.62
5lwm,2,3.73
5lwm,3,1.75
5lwm,4,4.0
5lwm,5,4.11
5lwm,6,3.16
5lwm,7,2.34
5lwm,8,3.2
5lwm,9,6.48
5lwm,10,6.23
5wex,1,3.76
5wex,2,4.51
5wex,3,0.73
5wex,4,4.51
5wex,5,3.55
5wex,6,4.45
5wex,7,8.25
5wex,8,7.97
5wex,9,8.01
5wex,10,8.51
3spf,1,6.24
3spf,2,5.75
3spf,3,6.83
3spf,4,5.83
3spf,5,6.3
3spf,6,6.34
3spf,7,7.16
3spf,8,7.28
3spf,9,6.54
3spf,10,6.55
3ekr,1,0.31
3ekr,2,4.76
3ekr,3,6.02
3ekr,4,4.97
3ekr,5,1.54
3ekr,6,4.93
3ekr,7,5.87
3ekr,8,5.07
3ekr,9,5.19
3ekr,10,5.94
1lan,1,1.6
1lan,2,1.66
1lan,3,1.95
1lan,4,2.82
1lan,5,6.36
1lan,6,4.57
1lan,7,2.46
1lan,8,5.73
1lan,9,4.39
1lan,10,6.35
3s78,1,2.35
3s78,2,1.42
3s78,3,0.38
3s78,4,2.14
3s78,5,3.2
3s78,6,3.59
3s78,7,3.49
3s78,8,4.03
3s78,9,3.71
3s78,10,3.7
5j6a,1,1.76
5j6a,2,4.19
5j6a,3,3.92
5j6a,4,5.37
5j6a,5,4.56
5j6a,6,5.22
5j6a,7,4.58
5j6a,8,6.78
5j6a,9,4.96
5j6a,10,4.85
1bcu,1,0.48
1bcu,2,2.66
1bcu,3,0.39
1bcu,4,2.67
1bcu,5,2.05
1bcu,6,3.73
1bcu,7,4.63
1bcu,8,4.69
4r0a,1,0.18
4r0a,2,2.37
4r0a,3,1.63
4r0a,4,4.87
4r0a,5,5.05
4r0a,6,2.44
4r0a,7,3.16
4r0a,8,3.34
4r0a,9,2.9
4r0a,10,9.32
2zcr,1,2.9
2zcr,2,1.95
2zcr,3,3.66
2zcr,4,2.26
2zcr,5,1.16
2zcr,6,2.39
2zcr,7,2.24
2zcr,8,3.0
2zcr,9,2.5
6ny0,1,6.73
6ny0,2,6.37
6ny0,3,6.5
6ny0,4,8.71
6ny0,5,7.56
6ny0,6,7.68
6ny0,7,6.36
6ny0,8,6.62
6ny0,9,6.21
6ny0,10,4.46
4ynb,1,0.96
4ynb,2,8.22
1rbp,1,0.67
1rbp,2,2.3
1rbp,3,2.21
1rbp,4,1.82
1rbp,5,2.49
1rbp,6,3.94
1rbp,7,3.17
4llx,1,0.53
4llx,2,0.45
4llx,3,2.63
4llx,4,2.65
4llx,5,2.81
4llx,6,2.8
4llx,7,3.19
4llx,8,3.01
4llx,9,2.95
4llx,10,3.13
4cpw,1,0.85
4cpw,2,11.71
4cpw,3,3.25
4cpw,4,11.53
4cpw,5,2.16
4cpw,6,4.02
4cpw,7,11.8
4cpw,8,4.64
4cpw,9,4.63
4cpw,10,6.28
5cj6,1,0.4
5cj6,2,0.82
5cj6,3,2.8
5cj6,4,6.0
5cj6,5,2.98
5cj6,6,2.55
5cj6,7,6.4
4abh,1,0.4
4abh,2,5.34
4abh,3,5.28
4abh,4,3.4
4abh,5,2.46
4abh,6,5.03
4abh,7,4.84
4abh,8,3.78
4abh,9,1.75
6fhk,1,0.71
6fhk,2,3.17
6fhk,3,1.81
6fhk,4,9.13
6fhk,5,6.58
6fhk,6,5.9
6fhk,7,6.71
6fhk,8,5.19
6fhk,9,3.51
6fhk,10,8.46
5jss,1,2.07
5jss,2,10.41
5jss,3,2.61
5jss,4,10.37
5jss,5,2.68
5jss,6,9.98
5jss,7,10.81
5jss,8,1.98
5jss,9,10.65
2bq7,1,7.54
2bq7,2,0.52
2bq7,3,2.95
2bq7,4,9.39
2bq7,5,1.59
2bq7,6,7.54
2bq7,7,9.55
2bq7,8,7.94
2bq7,9,5.04
2bq7,10,2.79
4e70,1,0.19
4e70,2,2.54
4e70,3,5.55
4e70,4,5.75
4e70,5,9.39
4e70,6,10.58
4e70,7,10.12
4e70,8,9.98
4e70,9,9.23
4e70,10,10.79
1fkg,1,6.08
1fkg,2,6.82
1fkg,3,6.9
1fkg,4,6.9
1fkg,5,3.66
1fkg,6,7.0
1fkg,7,2.97
1fkg,8,1.36
1fkg,9,6.57
1fkg,10,7.35
5ii2,1,0.44
5ii2,2,1.46
5ii2,3,7.29
5ii2,4,6.74
5ii2,5,3.13
5ii2,6,6.89
5ii2,7,3.48
5ii2,8,4.2
5ii2,9,6.77
1n46,1,0.26
1n46,2,0.51
1n46,3,1.33
6f92,1,0.23
6f92,2,3.42
6f92,3,2.23
6f92,4,1.52
6f92,5,3.95
6f92,6,3.71
6f92,7,4.01
6f92,8,4.04
6f92,9,4.35
2jh0,1,4.13
2jh0,2,5.56
2jh0,3,2.7
2jh0,4,3.4
2jh0,5,0.23
2jh0,6,3.22
2jh0,7,3.09
2jh0,8,8.06
2jh0,9,7.84
2jh0,10,4.44
1o3l,1,0.98
1o3l,2,3.18
1o3l,3,3.4
1o3l,4,1.22
1o3l,5,3.17
1o3l,6,1.85
1o3l,7,4.01
1o3l,8,3.06
1o3l,9,8.63
4aci,1,1.25
4aci,2,0.8
4aci,3,1.37
4aci,4,1.84
4aci,5,2.87
4aci,6,2.21
4aci,7,3.2
4aci,8,2.53
4aci,9,2.46
3n2v,1,1.69
3n2v,2,3.55
3n2v,3,2.88
3n2v,4,4.03
3n2v,5,3.54
3n2v,6,2.98
3n2v,7,1.04
3n2v,8,2.72
3n2v,9,9.11
3n2v,10,2.72
1cbx,1,0.79
1cbx,2,5.57
1cbx,3,1.31
1cbx,4,5.39
1cbx,5,5.34
1cbx,6,2.39
1cbx,7,5.25
1cbx,8,5.38
1cbx,9,7.05
1cbx,10,7.53
5nn5,1,0.2
5nn5,2,3.47
5nn5,3,4.28
5nn5,4,3.54
5nn5,5,3.75
5nn5,6,3.72
5nn5,7,4.17
5nn5,8,5.43
5nn5,9,4.17
5eek,4,3.29
5eek,5,5.83
5eek,9,3.55
5zdb,1,0.38
5zdb,2,2.98
5zdb,3,2.27
5zdb,4,2.25
5zdb,5,10.91
5zdb,6,4.78
5zdb,7,5.3
5zdb,8,5.06
5zdb,9,9.34
5zdb,10,4.73
2qtg,1,0.29
2qtg,2,2.1
2qtg,3,5.81
2qtg,4,3.84
2qtg,5,4.47
2qtg,6,4.87
2qtg,7,5.0
2qtg,8,5.94
2qtg,9,5.15
2qtg,10,5.68
2cbz,1,5.34
2cbz,2,7.08
2cbz,3,4.79
2cbz,4,3.64
2cbz,5,3.94
2cbz,6,2.23
2cbz,7,4.08
2cbz,8,5.92
2cbz,9,6.24
2cbz,10,4.37
4gr8,1,8.23
4gr8,2,2.3
4gr8,3,1.5
4gr8,4,8.14
4gr8,5,1.46
4gr8,6,8.07
4gr8,7,7.33
4gr8,8,6.56
4gr8,9,2.99
4gr8,10,2.1
1o5e,1,0.75
1o5e,2,8.67
1o5e,3,0.97
1o5e,4,3.09
1o5e,5,8.68
1o5e,6,8.68
1o5e,7,1.95
1o5e,8,8.67
1o5e,9,3.61
4m13,1,0.34
4m13,2,2.68
6e1y,1,0.55
6e1y,2,1.55
6e1y,3,4.67
6e1y,4,4.96
6e1y,5,7.11
6e1y,6,5.16
6e1y,7,4.57
6e1y,8,2.29
6e1y,9,4.77
6e1y,10,6.51
2wnc,1,2.85
2wnc,2,4.39
2wnc,3,0.46
2wnc,4,1.4
2wnc,5,2.39
2wnc,6,4.86
2wnc,7,2.06
2wnc,8,2.85
2wnc,9,6.46
2wnc,10,8.36
3c2u,1,0.98
3c2u,2,2.27
3c2u,3,2.5
3c2u,4,2.37
3c2u,5,0.92
3c2u,6,0.92
3c2u,7,0.95
3c2u,8,1.14
3c2u,9,2.42
3c2u,10,2.44
4l6t,1,8.23
4l6t,2,8.35
4l6t,3,8.18
4l6t,4,1.78
4l6t,5,7.98
4l6t,6,8.04
4l6t,7,7.76
4l6t,8,5.7
4l6t,9,1.91
4l6t,10,9.12
3twp,1,3.86
3twp,2,3.0
3twp,3,2.25
3twp,4,2.63
3twp,5,6.39
3twp,6,5.87
3twp,7,3.17
3twp,8,2.24
3twp,9,0.62
6q3z,1,3.32
6q3z,2,1.45
6q3z,3,10.53
6q3z,4,9.21
6q3z,5,4.04
6q3z,6,9.45
6q3z,7,4.93
6q3z,8,3.47
6q3z,9,6.73
6q3z,10,6.0
3bxg,1,1.29
3bxg,2,0.32
3bxg,3,2.58
3bxg,4,2.67
3bxg,5,8.95
3bxg,6,2.25
3bxg,7,5.82
3bxg,8,8.76
3bxg,9,5.88
3bxg,10,8.34
5j82,1,0.26
5j82,2,6.05
5j82,3,7.54
5j82,4,6.34
5j82,5,5.86
5j82,6,6.52
5j82,7,9.15
5j82,8,2.79
5j82,9,6.47
5j82,10,6.61
1adl,1,4.94
1adl,2,4.45
1adl,3,3.2
1adl,4,4.31
1adl,5,3.92
1adl,6,5.56
1adl,7,4.9
1adl,8,4.54
1adl,9,7.2
1adl,10,2.71
3th9,1,0.61
3th9,2,8.85
3th9,3,3.8
3th9,4,7.75
3th9,5,4.05
3th9,6,8.52
3th9,7,1.77
3th9,8,7.78
3th9,9,9.31
3th9,10,5.31
5vi6,1,1.34
5vi6,2,2.29
5vi6,3,2.63
5vi6,4,2.74
5vi6,5,2.94
5vi6,6,6.33
5vi6,7,5.31
5vi6,8,7.69
5vi6,9,7.14
5vi6,10,7.8
6eed,1,0.48
6eed,2,2.65
6eed,3,1.13
6eed,4,7.18
6eed,5,7.25
6eed,6,6.35
6eed,7,3.04
6eed,8,7.83
6eed,9,6.37
6eed,10,6.01
4g95,1,8.14
4g95,2,5.43
4g95,3,7.41
4g95,4,3.52
4g95,5,6.0
4g95,6,7.67
4g95,7,6.55
4g95,8,7.87
4g95,9,6.28
4g95,10,7.15
3ebl,1,0.5
3ebl,2,0.65
3ebl,3,5.29
3ebl,4,4.05
3d4z,1,0.95
3d4z,2,3.49
3d4z,3,3.61
3d4z,4,6.8
3d4z,5,7.18
3d4z,6,4.81
3d4z,7,5.66
3d4z,8,7.02
3d4z,9,4.56
3d4z,10,6.13
4att,1,3.53
4att,2,4.74
4att,3,0.68
4att,4,1.24
4att,5,4.45
4att,6,4.39
4att,7,4.35
4att,8,4.73
4att,9,2.76
4att,10,5.56
2qdt,1,4.8
2qdt,2,4.79
2qdt,3,4.23
2qdt,4,4.72
2qdt,5,4.97
2qdt,6,3.01
2qdt,7,2.74
2qdt,8,1.46
2qdt,9,5.1
2qdt,10,4.62
1b8o,1,0.24
1b8o,2,2.65
1b8o,3,2.13
1b8o,4,3.53
1b8o,5,5.59
1b8o,6,5.62
1b8o,7,5.47
1b8o,8,6.03
1b8o,9,5.19
1b8o,10,5.88
3sm2,1,9.08
3sm2,2,3.57
3sm2,3,0.92
3sm2,4,1.36
3sm2,5,7.1
3sm2,6,9.05
3sm2,7,6.64
3sm2,8,9.45
3sm2,9,4.36
3sm2,10,2.33
4bt5,1,1.22
4bt5,2,3.13
4bt5,3,1.21
4bt5,4,1.32
4bt5,5,2.7
4bt5,6,3.21
4bt5,7,2.79
4bt5,8,2.2
4bt5,9,2.16
4bt5,10,3.23
4q19,1,1.6
4q19,2,7.26
4q19,3,7.26
4q19,4,1.73
4q19,5,1.44
4q19,6,1.88
4q19,7,9.17
4q19,8,9.14
4q19,9,9.81
4q19,10,2.08
4a4v,1,1.5
4a4v,2,8.47
4a4v,3,1.07
4a4v,4,8.83
4a4v,5,6.4
4a4v,6,6.97
4a4v,7,7.48
4a4v,8,2.41
4a4v,9,7.23
4a4v,10,7.47
2ihj,1,0.48
2ihj,2,3.3
2ihj,3,3.99
2ihj,4,4.71
2ihj,5,2.0
2ihj,6,5.73
2ihj,7,3.95
2ihj,8,9.02
2ihj,9,4.87
2ihj,10,5.58
1z6s,1,7.61
1z6s,2,0.69
1z6s,3,6.95
1z6s,4,8.47
1z6s,5,4.09
1z6s,6,7.51
1z6s,7,8.64
1z6s,8,4.56
1z6s,9,4.1
1z6s,10,7.71
4ehz,1,0.59
4ehz,2,3.79
4ehz,3,1.28
4ehz,4,3.41
4ehz,5,3.64
4ehz,6,4.91
4ehz,7,5.17
4ehz,8,6.33
4ehz,9,5.57
4ehz,10,7.2
4k7o,1,1.07
4k7o,2,2.42
4k7o,3,2.41
4k7o,4,2.77
4k7o,5,2.21
4k7o,6,1.63
4k7o,7,2.17
4k7o,8,2.24
4k7o,9,2.56
4k7o,10,2.22
4epy,1,2.09
4epy,2,2.49
4epy,3,2.17
4epy,4,2.96
4epy,5,2.78
4epy,6,2.58
4epy,7,2.6
4epy,8,1.44
4epy,9,9.7
4epy,10,9.95
1f8c,1,4.7
1f8c,2,4.23
1f8c,3,0.6
1f8c,4,3.98
1f8c,5,4.81
1f8c,6,4.61
1f8c,7,4.42
1f8c,8,5.49
1f8c,9,5.71
1f8c,10,4.75
3f68,1,0.41
3f68,2,1.87
3f68,3,1.69
3f68,4,7.85
3f68,5,2.46
3f68,6,3.4
3f68,7,2.8
3f68,8,7.93
3f68,9,7.59
3f68,10,6.17
4q9y,1,3.09
4q9y,2,0.66
4q9y,3,2.99
4q9y,4,2.86
4q9y,5,3.71
4q9y,6,2.14
4q9y,7,2.38
4q9y,8,6.53
4q9y,9,3.45
5lz5,1,2.39
5lz5,2,1.33
5lz5,3,9.62
5lz5,4,2.05
5lz5,5,8.46
5lz5,6,4.83
5lz5,7,2.9
5lz5,8,5.05
5lz5,9,6.16
5lz5,10,6.31
5evb,1,4.48
5evb,2,3.53
5evb,3,4.71
5evb,4,3.73
5evb,5,2.56
5evb,6,6.83
5evb,7,3.58
5evb,8,3.93
5evb,9,4.39
5evb,10,3.89
3i4y,1,1.03
3i4y,2,3.09
3i4y,3,0.72
3i4y,4,2.9
3i4y,5,2.95
3i4y,6,3.24
3i4y,7,3.07
3i4y,8,3.27
1o2o,1,0.81
1o2o,2,0.79
1o2o,3,2.82
1o2o,4,2.47
1o2o,5,5.6
1o2o,6,3.57
1o2o,7,8.97
1o2o,8,3.45
1o2o,9,4.31
1o2o,10,3.14
1c5y,1,0.52
1c5y,2,5.29
1c5y,3,1.97
1c5y,4,4.85
1c5y,5,5.23
1c5y,6,3.87
1c5y,7,5.63
1c5y,8,4.87
1c5y,9,4.22
1u0g,1,0.62
1u0g,2,1.66
1u0g,3,1.64
1u0g,4,2.06
1u0g,5,2.21
1u0g,6,1.98
1u0g,7,1.95
1u0g,8,2.13
1u0g,9,2.11
1u0g,10,2.18
4b3d,1,2.32
4b3d,2,0.63
4b3d,3,3.62
4b3d,4,3.88
4b3d,5,1.31
4b3d,6,4.11
4b3d,7,3.64
4b3d,8,2.07
4b3d,9,4.0
6eog,1,5.08
6eog,2,5.28
6eog,3,5.25
6eog,4,4.59
6eog,5,0.8
6eog,6,0.78
6eog,7,10.08
6eog,8,10.16
6eog,9,8.26
6eog,10,10.94
4djp,1,1.12
4djp,2,7.95
4djp,3,1.38
4djp,4,3.89
4djp,5,9.07
4djp,6,9.35
4djp,7,2.14
4djp,8,7.67
4djp,9,3.73
4djp,10,9.36
1qy2,1,2.95
1qy2,2,3.18
1qy2,3,0.59
1qy2,7,3.97
1qy2,8,4.3
1qy2,9,2.86
3roc,1,10.5
3roc,2,4.83
3roc,3,3.29
3roc,4,1.35
3roc,5,1.82
3roc,6,1.79
3roc,7,3.59
3roc,8,1.64
3roc,9,3.15
3roc,10,3.84
4yyt,1,0.82
4yyt,2,0.58
4yyt,3,1.27
4yyt,4,2.33
4yyt,5,1.11
4yyt,6,5.24
4yyt,7,5.25
4yyt,8,2.25
4yyt,9,5.47
4yyt,10,6.44
5zg1,1,6.98
5zg1,2,0.28
5zg1,3,5.01
5zg1,4,8.49
5zg1,5,9.06
5zg1,6,5.9
5zg1,7,3.31
5zg1,8,6.74
5zg1,9,7.46
5zg1,10,6.36
4y4j,1,5.78
4y4j,2,1.66
4y4j,3,5.22
4y4j,4,4.86
4y4j,5,6.01
4y4j,6,2.11
4y4j,7,3.24
4y4j,8,4.57
4y4j,9,4.28
4y4j,10,2.3
4l4v,1,1.06
4l4v,2,3.87
4l4v,3,3.96
4l4v,4,4.15
4l4v,5,5.78
4l4v,6,5.64
4l4v,7,6.75
4l4v,8,1.96
4l4v,9,5.0
4l4v,10,4.91
6pg9,1,7.71
6pg9,2,7.69
6pg9,3,1.03
6pg9,4,2.84
6pg9,5,4.9
6pg9,6,6.3
6pg9,7,6.98
6pg9,8,6.19
6pg9,9,7.09
6pg9,10,4.19
6pg8,1,7.33
6pg8,2,8.16
6pg8,3,6.88
6pg8,4,7.38
6pg8,5,3.05
6pg8,6,1.1
6pg8,7,2.79
6pg8,8,6.88
6pg8,9,6.6
6pg8,10,7.15
5yl2,1,0.74
5yl2,2,1.79
5yl2,3,3.17
5yl2,4,3.44
6dyz,1,0.4
6dyz,2,1.02
6dyz,3,2.09
6dyz,4,7.2
6dyz,5,1.96
6dyz,6,6.71
6dyz,7,7.47
6dyz,8,2.93
6dyz,9,3.55
6dyz,10,3.87
5fnf,1,7.08
5fnf,2,0.46
5fnf,3,6.88
5fnf,4,5.99
5fnf,5,3.33
5fnf,6,6.49
5fnf,7,5.81
5fnf,8,5.8
5fnf,9,5.86
3m1k,1,1.18
3m1k,2,2.74
3m1k,3,2.92
3m1k,4,5.56
3m1k,5,5.23
3m1k,6,3.71
3m1k,7,2.9
3m1k,8,5.84
3m1k,9,5.14
3e93,1,0.33
3e93,2,2.86
3e93,3,1.59
3e93,4,3.34
3e93,5,2.9
3e93,6,3.89
1nli,5,5.68
1nli,6,4.25
1nli,7,6.31
1nli,8,5.43
1nli,10,7.59
6f05,1,8.37
6f05,2,7.35
6f05,3,7.88
6f05,4,7.46
6f05,5,1.85
6f05,6,7.3
6f05,7,5.66
6f05,8,7.08
6f05,9,7.3
6f05,10,7.03
6h38,1,2.66
6h38,2,0.31
6h38,3,5.96
6h38,4,5.07
6h38,5,2.38
6h38,6,2.53
6h38,7,1.73
6h38,8,8.99
6h38,9,3.61
6h38,10,8.85
1ew8,1,2.51
1ew8,2,3.89
1ew8,3,3.11
1ew8,4,3.06
1ew8,5,3.14
1ew8,6,2.43
1ew8,7,3.71
1ew8,8,3.71
1ew8,9,2.67
1ew8,10,6.65
4gkm,1,5.77
4gkm,2,4.44
4gkm,3,5.58
4gkm,4,0.54
4gkm,5,7.03
4gkm,6,7.43
4gkm,7,6.63
4gkm,8,5.56
4gkm,9,7.03
4gkm,10,7.27
3juo,1,5.43
3juo,2,0.64
3juo,3,5.9
3juo,4,3.6
3juo,5,1.93
3juo,6,5.78
3juo,7,4.49
3juo,8,5.06
3juo,9,4.91
3juo,10,5.14
5vd3,1,2.32
5vd3,2,1.12
5vd3,3,1.27
5vd3,4,5.96
5vd3,5,10.99
5vd3,6,11.07
5vd3,7,2.97
5vd3,8,7.42
5vd3,9,2.54
5vd3,10,4.97
1tom,1,0.37
1tom,2,1.65
1tom,3,2.5
1tom,4,5.7
1tom,5,3.36
1tom,6,3.02
1tom,7,7.7
1tom,8,2.0
1tom,9,3.69
1tom,10,5.87
2fmb,1,12.48
2fmb,2,2.01
2fmb,3,3.58
2fmb,4,13.02
2fmb,5,12.66
2fmb,6,12.86
2fmb,7,5.28
2fmb,8,13.37
2fmb,9,4.5
2fmb,10,13.19
4n07,1,3.82
4n07,2,0.44
4n07,3,4.31
4n07,4,8.55
4n07,5,1.62
4n07,6,3.49
4n07,7,4.9
4n07,8,4.51
4n07,9,7.8
4n07,10,7.45
2j75,1,0.19
2j75,2,3.18
2j75,3,2.05
2j75,4,3.74
2j75,5,3.68
2j75,6,7.43
2j75,7,4.11
2j75,8,7.52
